org_id,tbl_id,code_type,obj_id,obj_name,code,name
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.0355,어분(식용) 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.036,갑각류연체동물 및 수생무척추동물
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.0360,기타(갑각류연체동물 및 수생무척추동물)
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.0361,갑각류냉동한 것
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03611,새우와 보리새우 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03619,기타 갑각류 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.0362,갑각류(냉동한 것 제외) 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03620,기타(갑각류(냉동한 것 제외) )
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03621,닭새우류
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03622,바다가재
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03623,새우와 보리새우
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03624,게
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03629,기타 갑각류(냉동한 것 제외)
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.0363,연체동물과 수생무척추동물신선냉장냉동건조
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03630,기타(연체동물과 수생무척추동물신선냉장냉동건조)
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03631,굴 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03633,갑오징어 문어 및 오징어 산 것 신선 또는    냉장한 것
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03635,기타 연체동물과 수생무척추동물 산 것    신선 또는 냉장한 것
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03637,갑오징어 문어 및 오징어 냉동 건조 염장    또는 염수장한 것
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03639,기타 연체동물과 수생무척추동물 냉동 건조     염장 또는 염수장한 것
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.037,달리 명시되지 않은 어류갑각류연체동물기타 수생무척추동물
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.0370,기타(달리 명시되지 않은 어류갑각류연체동물기타 수생무척추동물)
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.0371,달리 명시되지 않은 어류조제 또는 저장처리한 것
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03711,연어:원상 또는 조각으로 한 것(잘게 다    진것 제외) 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03712,청어 정어리 사르디넬라 브리스링 또는     스프렛 조각으로 한 것(잘게 다진 것  
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03713,다랑어 가다랑어 및 어틀랜틱 보니토 원상    또는 조각으로 한 것(잘게 다진 것 제
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03714,고등어 원상 또는 조각으로 한 것(잘게 다진    것 제외) 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03715,기타 어류:원상 또는 조각으로 한 것    (잘게 다진 것 제외) 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03716,달리 명시되지 않은 기타 어류 조제 또는   저장처리한것
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03717,캐비어 및 어란으로 조제한 캐비어 대용물 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.0372,달리 명시되지 않은 조제 또는 저장처리한 갑각류연체동물등
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03721,달리 명시되지 않은 조제 또는 저장처리한    갑각류 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.03722,달리 명시되지 않은 조제 또는 저장처리한    연체동물 및 기타 수생무척추동물 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.04,곡식 및 곡식가공품
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.041,밀(스펠트포함)과 메슬린.정미하지 않은 것
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.0411,듀럼종의 밀 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.0412,기타 밀과 메슬린 
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.04120,기타(기타 밀과 메슬린 )
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.04121,메슬린
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.04129,기타 밀과 메슬린
360,DT_1R11001_FRM101,classification,13101112831A,품목별,13102112831A.042,쌀(벼포함)
